actorId,name,birthYear
nm2828057,Susan Deasy,
nm2847911,Muhamed Hadzovic,1984
nm2858395,Jayati Bhatia,
nm2863907,Andrea Duro,1991
nm2876852,Hüseyin Elmalipinar,1971
nm2899603,Tonami Jitsukawa,
nm2928412,Cleshia Huckaby,
nm2937499,Asifa,
nm2955595,Marie Avgeropoulos,1986
nm2983614,Viktor Klem,1987
nm3074010,Fabian Stumm,1981
nm3085941,Yun-Ching Chen,
nm3091751,Mikhail Kalinichev,
nm3106534,Ali Momen,
nm3114120,Merve Altinkaya,1985
nm3127456,Chin-Yu Pan,
nm3133211,Brian Papandrea,
nm3134564,Paul Montez McDade,
nm3139448,Browny Igboegwu,
nm3170174,Iolanda Laranjeiro,
nm3176630,Shigeru Kurakata,
nm3211304,Ashish Verma,
nm3217785,Nobuaki Kaneko,1981
nm3220489,Angela Terence,
nm3252391,Stefan Lörcher,
nm3282155,Ben Sloane,
nm3287985,Luis Bordonada,
nm3298803,Rafael Dadashev,1946
nm3324982,Kyle Mooney,1984
nm3374432,Camille Bright,
nm3391458,Frank Rodríguez,1982
nm3404517,Garnet Campbell,
nm3438835,Éanna Hardwicke,1996
nm3455998,Tanmay Dhanania,
nm3464090,Yun Li,
nm3473975,Maria Leite,
nm3482371,Mark S. Esch,1960
nm3482756,Timur Rodrigez,1979
nm3490185,Ming Hu,
nm3591507,Roshan Ranawana,1981
nm3607224,Anuja Iyer,
nm3628039,Jason Krotky,1985
nm3628606,Boran Jing,1989
nm3647676,Charlie Murphy,1987
nm3668113,Bob Kuman,
nm3668216,Nargis Fkhri,1979
nm3753553,Adjetey Anang,
nm3780470,Iqbal Durrani,
nm3794219,Laurie Cummings,
nm3818093,Alon Openheim,
nm3851766,Kim Mi-rim,1985
nm3870544,Mana Ashida,2004
nm3880803,Séverine Berthelot,
nm3954495,Lilian Esoro,
nm4009723,Blue Kimble,1983
nm4069386,Lara Wollington,
nm4111995,Hikaru Ohsawa,1995
nm4141529,Corey Hendrix,
nm4194124,Rose Matafeo,1992
nm4194229,Vincent Liang,1971
nm4232450,Alona Szostak,1968
nm4262853,Mikako Komatsu,1988
nm4276293,Lukás Dóza,
nm4277248,Kate Eastman,1988
nm4291622,Koen'yû San'yûtei,
nm4302644,Scott Haining,
nm4304671,Anita Devgan,
nm4331008,Krishnan Balakrishnan,
nm4331196,Anna Akana,1989
nm4357061,Palomi Ghosh,
nm4460584,Bruno Gissoni,1986
nm4464216,Jodi Lynn Thomas,
nm4465175,Shinako Nakagawa,
nm4466003,Sophie Resch,1985
nm4472699,Patrik Dergel,1989
nm4474640,Lenana Kariba,
nm4487241,Setsuko Kawasumi,
nm4489759,Midori Asakaze,
nm4574653,Christophe Perez,
nm4611972,Ninon,2004
nm4672619,Nicholas Bakopoulos-Cooke,
nm4680915,Inga Maria Eyjolfsdottir,
nm4686142,Perrin Drumm,1985
nm4715046,Liza Soberano,1998
nm4724320,Bastien Ughetto,1989
nm4732302,Tissa Wijesurendra,1949
nm4733692,Pierluigi Ferrero,
nm4831385,Kiko Monteiro,
nm4839521,Kim Myung-joon,1991
nm4841962,Hannah Ward,
nm4861046,Aadukalam Naren,1970
nm4889845,Alexandra Grey,1991
nm4908103,Genoveva Rossi,
nm4933332,Jeff Lipary,
nm4961623,Isabelle Allen,2002
nm4975560,Obe Carrion,
nm4983775,Hooman Barghnavard,
nm5024101,C.J. Lindsey,
nm5064474,John Kottoly,
nm5124453,Justin Hayward,
nm5149382,Chaobei Wang,
nm5154209,Heston Horwin,1991
nm5159260,Thagubothu Ramesh,
nm5160752,Atheena Frizzell,
nm5194234,Gesata Stella,
nm5207292,Sophie Albert,
nm5218368,Christian Jadah,
nm5236852,Zhila Shahi,1986
nm5266794,Lara Wolf,
nm5274013,Michael 'Mick' Sawyer,
nm5316837,Gurmeet Saajan,
nm5394373,R.J. Hemant,
nm5429373,Maria-Laura Quintero,
nm5471268,Monica Valdivia,
nm5483416,Pandian,
nm5487541,Ilian Bergala,1996
nm5500026,Boy Laguipo,
nm5510319,Jonathan Da Rosa,
nm5540126,Oliver Coleman,
nm5553272,Tom Ryan,
nm5555747,Callie Hernandez,
nm5559566,Owen Bishop,
nm5586767,Jongman Kim,
nm5592330,Yaroslav Kirhach,
nm5604534,Tamara Chambers,1991
nm5620042,Lateicia Ford,
nm5627980,James G. Nunn,
nm5630743,Roberta Burns,
nm5688044,Sapna Pabbi,1985
nm5756788,Gerber Patrick,
nm5798596,Laura Nasoni,
nm5921321,Hemal Ranasinghe,
nm5934434,Mingshan Li,
nm5995708,Yasin Lubowa,
nm6004699,Tim Borys,
nm6006183,Jamaal Curry,
nm6011424,Sebastien Large,
nm6025867,Scott Oakley,
nm6089206,Kyle Kankonde,
nm6103501,Mónica Corral,
nm6128958,Hikaru Yamazaki,
nm6165038,Sakshi Maggo,
nm6183421,Enzo Attanasio,
nm6193437,Yuu Shinoda,1991
nm6196351,Buber Mak,1992
nm6229773,Anton Jude,
nm6270969,Martine Malalai Zikria,
nm6349661,Muhammed Gulecoglu,
nm6515066,Anton Weil,1989
nm6523480,Yûgo Mikawa,1994
nm6527269,Francis Marcil,
nm6573080,Curran Dobbs,1981
nm6575696,Yumna Marwan,
nm6578060,Katie Otten,
nm6623135,Julian Hilliard,
nm6702201,Lucas Rennebach,
nm6705787,Chiyo Murasaki,
nm6753991,Kate Thomsen,
nm6755006,Hana Sumilaite,
nm6784658,Anis,1940
nm6788820,Appunni Sasi,
nm6793833,Erin Sweed,
nm6837668,Jamie Smith,
nm6864622,Simone Corbisiero,
nm6891947,Lyna Khoudri,1992
nm6908870,Colleen Dodge,
nm6924159,Anna Chernisheva,
nm7064912,Candace Dixon,
nm7081485,Rodrick Dorsey,
nm7112009,Rohani Weerasinghe,
nm7179123,Thomas Mustin,1990
nm7190643,Rachel Chelsea Foster,
nm7219340,Carson Allen,1995
nm7225702,Eliane Chipia,
nm7246824,Nishith Brahmbhatt,
nm7269212,Emilija Latenaite,
nm7331081,Jessica Y. Martin,
nm7457633,Yuliya Zelenskaya,
nm7504215,Somu Chowdhury,1964
nm7527949,Angela Cole,
nm7534999,Wout Verstappen,
nm7578266,Lubing Li,1987
nm7587704,Kacper Olszewski,2001
nm7605654,Carson Rowland,
nm7661938,Daniell Cofer,
nm7662035,Hannah Martin,
nm7677571,Eepsita Hazarika,
nm7697360,Yukiko Maki,
nm7713302,Shiori Kamisaki,
nm7782043,Beverley McMillan,
nm7782063,Joe Caramanna,
nm7798667,Vache Erityan,
nm7820582,Mai Tamaki,
nm7897290,Wan-Kwong Lee,
nm7943677,Lolita Marcos,
nm7967336,Samvel Tadevossian,1993
nm7971356,Ella Kendall,
nm8033021,Monica Gill,
nm8050126,Sonia Kour,1993
nm8052653,Léonie Souchaud,2002
nm8054476,Lun Ai,
nm8065206,Shakti Maal,
nm8065943,Andy Ko,1997
nm8101697,Francisco Vitti,
nm8108071,Alevtina Danilenko,
nm8178680,Arthur Dean,
nm8204313,Tatsuya Shirato,
nm8263621,Christian Bables,
nm8280069,Millane Fernandez,
nm8290598,Anna Gibbs,
nm8308484,Lee Soo-min,2001
nm8312694,Vikash Patil,
nm8341089,Alexandra Cabada,
nm8361950,Nichele Lambert,
nm8402992,Daisy Edgar-Jones,1998
nm8403469,Shin Shimada,
nm8432165,Achmad Megantara,
nm8435168,Quavo,1991
nm8457558,Saurav Chakrabarti,
nm8491123,Chitra Wakista,
nm8499313,Liss Pereira,
nm8513869,Dante Montgomery,
nm8547970,Debojit Bhattacharya,
nm8576149,Rylee Gabrielle King,
nm8595063,Melanie Miranda,
nm8627581,Bill Morton,
nm8660970,Roman Brion,
nm8678236,Lala Karmela,1985
nm8686355,Monique Geerdink,
nm8705370,Electra Hallman,
nm8721279,Gadrick Chin,1987
nm8743660,Allie DiMiele,
nm8764535,Alex Bar,
nm8777468,Indra Jegel,1989
nm8812386,Shoaib Ibrahim,1987
nm8878489,Jason Wieder,
nm8931997,Yeshara Ruth,
nm8982949,Isaiah Locust,
nm9071083,Sara Ali Khan,1995
nm9102026,Nick Sapwell,
nm9128274,Adam Hollick,
nm9137961,Yurika,
nm9145616,Biruk Tebase,
nm9148197,J Ryan Carroll,
nm9151001,Lisa Andreu,
nm9169541,Chelsea Alexandria,
nm9238904,Amon Hirai,
nm9241185,Kim Jun-han,1983
nm9263753,Asuka Kawatoko,
nm9277423,Stephanie Marie Baggett,
nm9315698,Aino Kuribayashi,
nm9346047,Sara Berg,
nm9351994,Nelson Arrieta Jr.,
nm9365054,Kira Jackson,
nm9386560,Raha Khodayari,
nm9391454,Ceci Chui,
nm9397877,Taskya Namya,1994
nm9413032,Vittorio Barbagiovanni,
nm9477855,Mangala Madugalla,
nm9482709,Tommy van Lent,
nm9525285,Lepei Hu,
nm9549514,Ben Butler,
nm9567076,Valentina Sorice,
nm9577042,Timofey Alexandrov,
nm9585068,Surinder Farishta,
nm9588819,Aswin Jose,
nm9614826,Samantha Perera,
nm9626334,Toosweet Annan,
nm9677989,Gail Bloyd,
nm9678031,Okea Eme-Akwari,
nm9680919,Dora Dalgic,2007
nm9681341,Dipen Raval,
nm9742125,Phil Byrd,
nm9744724,Bhaskar Bora,
nm9844471,Luka Pilar,
nm9898793,Tenley Kellogg,
nm9914612,Nikia Wiggins,
nm9927999,Kidakarn Chatkaewmanee,
nm9933208,Vivek Singh,
nm0000162,Anne Heche,1969
nm0000190,Matthew McConaughey,1969
nm0001841,George Wendt,1948
nm0001971,Ewen Bremner,1972
nm0002350,Jim Meskimen,1959
nm0004906,Peter Facinelli,1973
nm0004920,Frances Fisher,1952
nm0004937,Jamie Foxx,1967
nm0024908,M. Amin,1924
nm0028222,Dimitri Andreas,
nm0051502,Junzaburō Ban,1908
nm0051784,Ljubomir Bandovic,1976
nm0051856,Victor Banerjee,1946
nm0069580,Cathy Belton,1970
nm0076482,Stefano Bernardin,1977
nm0090236,Jacqueline Boatswain,1962
nm0092608,Jenovéfa Boková,1992
nm0095696,Emily Booth,1976
nm0100333,David Boutin,
nm0101248,Peter Bowles,1936
nm0117369,Martin Brygmann,1963
nm0129464,David Calder,1946
nm0129812,David Cale,
nm0135574,Diego Cappuccio,
nm0139568,Teresa Carpio,1956
nm0156955,David Chiang,1947
nm0157716,Anthony Chinn,1930
nm0159867,Nicolaj Kopernikus,1967
nm0162072,Marina Cicogna,1934
nm0170559,Graham Cole,1952
nm0177138,Kali Cook,
nm0183548,Steve Coulter,1960
nm0188025,Anthony 'Treach' Criss,1970
nm0189200,Joseph Cross,1986
nm0227759,Peter Dinklage,1969
nm0230483,Dana Dogaru,1953
nm0241421,Amy Dumas,1975
nm0245988,Trine Dyrholm,1972
nm0250070,James L. Edwards,1972
nm0261064,Isaura Espinoza,1956
nm0276657,María Figueras,
nm0281107,Tommy Flanagan,1965
nm0290593,Lídia Franco,1944
nm0296350,Troy Fromin,1966
nm0297048,Peter Frödin,1964
nm0297552,María Rosa Fugazot,1942
nm0297675,Manami Fuji,1938
nm0299026,Betty Furness,1916
nm0312593,Tristan Gemmill,1967
nm0324845,Vikram Gokhale,1940
nm0326135,Tottie Goldsmith,1962
nm0349522,Javier Gutiérrez,1971
nm0359302,Tokue Hanazawa,1911
nm0361407,Jugal Hansraj,1972
nm0367951,Teruyo Hasegawa,
nm0368330,Ibrahim Pendek,1932
nm0372078,Saifei He,1964
nm0373780,Anita Hegh,1972
nm0376890,Leslie Hendrix,1960
nm0386252,Masato Hirano,1955
nm0387080,Bjarte Hjelmeland,1970
nm0389058,Philip Hoffman,1954
nm0393792,Robin Hooper,
nm0395947,Michiko Hoshi,1927
nm0408026,Kentarô Imai,
nm0414683,Anne Marit Jacobsen,1946
nm0426970,Dolly Johur,1953
nm0427963,Dot-Marie Jones,1964
nm0429768,Jared Joplin,
nm0430331,Dinis Gomes,
nm0452875,Masayoshi Kikuno,
nm0463539,Manisha Koirala,1970
nm0472912,Jim Krut,1946
nm0482300,Sreelakshmi,1975
nm0486761,Pascal Languirand,1955
nm0497691,Kuan-Chang Li,
nm0508561,Yi-Min Li,1953
nm0509748,Christine Lietot,
nm0513598,David Lipper,1969
nm0518310,Jean-Robert Lombard,
nm0522324,Faizon Love,1968
nm0530782,Slah Msadek,
nm0533832,Billy MacLellan,1974
nm0593330,Frances Mitchell,
nm0610699,Ladislav Mrkvicka,1939
nm0620173,Kyôko Nakamura,1961
nm0627245,Thierry Neuvic,1970
nm0643805,Uwe Ochsenknecht,1956
nm0644573,Tomoko Ogawa,1949
nm0644935,Eiko Ôhara,
nm0645237,Mitsuhiro Oikawa,1969
nm0648329,Udo Omar,1906
nm0665554,Supriya Pathak,1961
nm0682583,Donna Pieroni,
nm0703725,Maeve Quinlan,
nm0711110,Jim Rash,1971
nm0746162,Jean-Paul Rouve,1967
nm0762807,Miki Sanjō,1928
nm0768297,Virendra Saxena,1951
nm0770635,Reiner Schöne,1942
nm0782005,Ben Segers,1974
nm0783591,David Selvas,1971
nm0799544,Luciano Simioni,1948
nm0811242,Brittany Snow,1986
nm0816389,Ania Sowinski,1979
nm0831051,Otto Stoeckel,1873
nm0837247,Risa Sudou,1976
nm0851071,Jun Tatara,1917
nm0875465,Kôji Tsuruta,1924
nm0878240,Rita Tushingham,1942
nm0892704,Coralia Veloz,
nm0899703,Lies Visschedijk,1974
nm0905856,Daphne Wagner,1946
nm0950935,Rick Yune,1971
nm0951121,Sergey Yushkevich,1967
nm0952102,Zaiton,
nm0952624,Florin Zamfirescu,1949
nm0953586,Bahman Zarrinpour,
nm10006242,Airyn Gambin,
nm10013114,Klim Berdinskiy,2009
nm1002829,Joaquín Ortega,
nm10055965,Alex Losada,
nm10057332,John Michael Peeler,
nm10057575,Kai Xu,1995
nm10058464,Indra Geed Saputra,
nm10070800,Charlotte Grenat,
nm10267129,Matt Carton,
nm10269481,Masanosuke Hiraki,
nm10272021,Elisa Bourguet,
nm10275870,Lucía Bedoya,
nm10276231,Randy Derosia,
nm10277055,Vincent Tam,
nm10277187,Olesya Sugak,
nm10278479,Amy Ryan,
nm10278481,Biba Aslin,
nm10278990,Charly Blazy,
nm10280146,Aliaume Giret,
nm10282869,Dominique Duby,
nm10282874,Robert Magne,
nm10285028,Bora Cela,
nm10290591,Liran Hadaya,
nm10290594,Liat Saar,
nm10291764,Ali Mansour,
nm10292689,Erika Dukes,
nm10295767,Touichi Shirai,
nm10298694,Jason Dbks Hampton,
nm10303780,Sacia Burton,
nm10307102,Sabrina Michaels,
nm10307104,Izii Morris,
nm10308438,Tyson Scootff,
nm10312086,Diksha Sharma Raina,
nm10315882,Estefania Bavassi,
nm10316074,Jennifer Okechukwu,
nm10321341,Oh Eun-Ho,
nm10321698,Armando Alvizu,
nm10322976,Christina Steach,
nm10325531,Ciccio Manassero,
nm10331657,Raymond Gabbard,
nm10331661,George Gabbard,
nm10334616,Gionna Love,
nm10339100,Connor Anderson,
nm10339429,Amol Mahamuni,
nm10339742,Mousami Hadkar,
nm10341144,Boris Jausovec,
nm10348969,Angelika Hauff,
nm10349386,Amanda Hunt,
nm10349867,Shohruh Asadullayev,
nm10355526,Ryûhei Kusakari,
nm10356448,Kia Poetri,
nm10358002,Andra Manihot,
nm10359066,Heiner Bomhard,
nm10362809,Fernando Cabrerizo,
nm10364867,Hana Misora,1995
nm10364921,Tôko Namiki,1981
nm10369426,Mark Gonzales,
nm10369595,Lama Halder,
nm10371564,Marina Arango,
nm10372745,Maylada Susri,
nm10379181,Megumi Houjou,
nm10381424,Vishal Deshmukh,
nm10385412,Stefanie Forstner,
nm10385768,Shirzad Pirallahi,
nm10389481,Cass Huckabay,
nm10392025,Kamal Gaule,
nm10395063,Arturo Volpes,
nm10395515,Amit Shivdas,
nm10402213,Mehrang,
nm10402964,Madelief Smalbil,
nm1040365,Brandon T. Jackson,1984
nm10407319,Pedro Galiza,1986
nm10418807,Yashine Beekhrry,
nm10419131,John Hadinoto,
nm1042101,Antonio Cuevas,
nm10421125,Nagisa Sekimizu,1998
nm10421803,Max Barnett,
nm10423857,Sandra Monica Baker,
nm10425811,Chihiro Hayama,
nm10427692,Victoria Grace,
nm10430777,B. Sudhakar Sudarshan Rao,
nm10433009,Stanley Izu Okafor,
nm10434246,Asher Green,
nm10437839,Heather Galindo,
nm10440585,Eshita Shah,
nm10448674,Isaac Woodvine,
nm10450559,Atsushi Hiramoto,
nm10451089,Nez Demir,
nm10451613,Jillian Cunningham,
nm10451615,Megan Hughes,
nm10456689,Arlise Fletcher,
nm10459413,Jinda Ruan,
nm10459423,Brent Freeman,
nm10459963,Venu Bharadwaj,
nm10464233,Scott Walton,
nm10465366,Haruna Komatsu,
nm10467156,Luis Rojas,
nm10468303,Julius van der Laan,
nm10468983,Alicia Rodríguez,
nm10482619,Dennis Doddema,
nm10485401,Jackie Fox,
nm10490695,Jiivika Pillappa,
nm10491050,Jeremy Driver,
nm10492165,Wa Yan,
nm10508365,Terangi Brown,
nm10508459,Michel Brière,
nm10511277,Marian Louison,
nm10511703,Coleen Picard,
nm10518657,Joseph Marenus,
nm10521137,Sujan Gurung,
nm10521138,Dhupa Dura,
nm10526628,Shinan Chen,
nm10527338,Luz María Bonilla,
nm10528041,Marco Chichiriccò,
nm10528045,Luigi Goglia,
nm10528949,Jixiong Feng,
nm10529330,Dhanusha Dhanraj,
nm10531361,Qiguo Chen,
nm10532734,Mungo Hanslmayr,
nm10542698,Li Fuzhu,
nm1055050,Orhan Aydin,1961
nm10550834,Amélie Hoeferle,2002
nm10587276,Johnathan Butts,
nm1059103,Vivek Oberoi,1976
nm1061987,Jack Blades,1954
nm10669296,Arsh Hundal,
nm10712621,Lekesha R. Barnett,
nm10722073,Mayra Cabrera,
nm1075809,Zarnigyar Agakishiyeva,1945
nm10767802,Negar Ardalan,
nm10782391,Zahida Rafik,
nm10786123,Yuki Nishiyama,
nm10788333,Henry Morales,
nm10802681,Roger Dorman,
nm1080916,Hiroshi Chō,
nm10842579,Ilhan Cetinkaya,
nm10864580,Samay Tambe,
nm10890815,Ashiq.,
nm10893292,Choi Joon-Young,1988
nm1089541,Lifan Dong,1964
nm10919509,Katie Weis,
nm10919941,Kriti Sharma,
nm10930959,Dwayne Blango,
nm10994971,Saiee Manjrekar,1998
nm10996306,Saya Hirose,
nm11002694,Tia Lavallee,
nm1102002,Marcelo Melo,1946
nm11034913,Jake Blumrosen,
nm1106067,Navni Parihar,1964
nm11078918,Gurdeep Brar,
nm11136099,Rahul Koli,
nm1113658,Cho-Cho Lai,1906
nm11142338,Ganapathi,
nm11175487,Nicholas Pule Welch,
nm1117631,Yul Bürkle,1974
nm1118049,Véronique Fauconnet,
nm11205878,Cristiano Giammillari Patanchio,
nm11212832,Léopold Vom Dorp,
nm11224879,Faisal Azab,
nm11252292,Marijn van Wijk-Stalman,
nm1126143,Shigeo Hayashi,
nm1126338,Titi Kamal,1981
nm1130592,Michael Saquella,
nm11364111,Sophie Mergallyev,
nm11370203,Dhanya Ananya,1998
nm1148206,Anne-Pascale Clairembourg,
nm11483564,Jing Jiang,1984
nm11489855,Franco Heiler,
nm11503414,Sandra Personnic-House,
nm1152720,Haruhisa Kawada,
nm11600726,Uma Gavas,
nm11661109,Aaisha,
nm11676838,Martín Viale,
nm11683551,Deepak Shetty,
nm1171795,Tzu-Chiang Chao,1965
nm1171983,Patrycja Durska,1977
nm11741542,Farhan Rehman Khan,
nm1177197,Oliver Piper,
nm1182249,Ezzatollah Ramazanifar,
nm1183050,Makil Kulanbayev,1926
nm1183251,Vanessa Bueno,1979
nm1185843,Saeid Nickpour,
nm1187057,Jirō Satō,1969
nm11885597,Oscar Martinpelto,
nm1190847,Fina Rius,
nm11982837,Laurent Caselli,
nm11989351,Rii Ishihara,
nm11995543,Ahmad Abdulmunem,
nm12012458,Bibo Thabit,
nm1209545,Laverne Cox,1972
nm12191661,Karthik,
nm12197382,Gen Sugiyma,
nm1220945,Toshiyuki Ichimura,1920
nm12231890,Swati Dutta,
nm1223982,Reda Hamed,1954
nm1225348,Yat Ning Chan,1979
nm12285851,Madison Baines,
nm1241578,Yôta Kawase,1969
nm1242253,Meena Shorey,1921
nm12474073,Daniel Ndu,
nm12474856,Andrii Kyrylchuk,
nm1248798,Johnny Tri Nguyen,1974
nm1253217,Zhaoqi Shi,
nm12559803,Fawnda Bullshields,
nm1256532,Jon Bernthal,1976
nm12674559,Markku Fredriksson,
nm12698965,Candy,
nm12720511,Sandra Melissa Torres,
nm1273487,Yuzhi Zheng,1936
nm12875601,Benjamin Paul Clark,
nm1287636,Malcolm David Kelley,1992
nm1288981,Hosein Yari,
nm1308017,Laurence Oltuski,
nm13244816,Ichirô Kitani,
nm13665356,Manhô Mimasu,
nm1367490,Bruna Marquezine,1995
nm1394379,Reiko Miyama,
nm14154573,Murat Arslan,
nm14176594,Yawen Xu,
nm14214690,William Alberto Montoya,
nm1428706,Naomi Hoshi,
nm1428821,Joey King,
nm1432957,Vijay Patkar,1963
nm1445482,Wayne Gordon,
nm1451209,Lokmani Sapkota,
nm1452246,Jun'ichi Tanaka,
nm1457088,Talia Zucker,
nm1505002,Arturas Orlauskas,
nm1509089,Laurence Yayel,
nm1538552,Michela Cescon,1971
nm1539366,Sencan Güleryüz,1972
nm1548957,Andres Dvinjaninov,1966
nm15601334,Thakur Proshad,
nm1564082,Christina De Leon,
nm15677957,Divyaraj Vikramsinh Bihola,
nm1572339,Vijay Kadam,1957
nm1586922,Jesus Ruiz,
nm15967247,Pooja Kankate,
nm16393675,Hrafney Hólm Sindradóttir,
nm16509319,Elizabeth Cuno,
nm1654929,Takeryoku Iwai,
nm1662153,Takeo Minato,
nm1679381,Suruli Rajan,
nm1687610,Grégory Gadebois,1976
nm1705656,Rosanne Mulholland,1980
nm17163927,Ramón Alós,
nm1717477,Grace Kinirons,
nm1717582,Jennylyn Mercado,1987
nm1724635,George Sidhom,1938
nm1726111,James Tucker,
nm1738264,Takahiro Mizushima,
nm17479596,Ballitronica,
nm1759945,Margarita Breitkreiz,1980
nm1764351,Nicky Whelan,1981
nm1795697,Caetano Gotardo,
nm1802022,Michael J. Arbouet,1971
nm1816193,Richard Mofe-Damijo,1961
nm1864017,Maria Olsen,1966
nm1903154,Poal Cairo,1973
nm1912683,Karthi,1977
nm1943060,Valeriya Lanskaya,1987
nm1960985,Rommel Valdez,
nm1970665,Mutsuo Yoshioka,1976
nm1975511,Hôshi Ishida,1990
nm2053808,Li Sha,
nm2071924,Ergün Demir,1969
nm2120530,Rico Bruce Wade,
nm2134954,Bimbo Manuel,1958
nm2144343,Karim Akbari Mobarakeh,1953
nm2159926,Jake Johnson,1978
nm2167051,K. Bujji Babu,
nm2202294,Volkan Cal,1980
nm2215249,Hossein Eshragh,
nm2242145,Maliheh Ebrahimi,
nm2260105,Mahmood Tehrani,
nm2306680,Gulnihal Demir,1953
nm2311069,Alex Anton,1994
nm2322442,Yves Blanc,
nm2325393,Zachary Gordon,1998
nm2352896,Lisa-Marie Koroll,1997
nm2384460,Feng-Chen Chen,
nm2395510,Asami Kumakiri,
nm2445350,Mónica Antonópulos,1982
nm2464706,Jackson Beals,
nm2481285,Julien Gaspar-Oliveri,
nm2493819,Toshizō Kudō,1928
nm2509334,Rui Spranger,1971
nm2510035,Yoav Levi,
nm2518312,Anwar Hossain,1931
nm2547466,Pilla Prasad,
nm2554070,Luke Brandon Field,
nm2566548,Michael Newman,
nm2569810,Stephanie Charles,
nm2584298,Kelen Coleman,
nm2600157,Nicholas Harsin,1995
nm2622922,Tele Samad,1945
nm2623983,Helmi Dridi,
nm2647004,Vienna Hehir,
nm2649764,Alec Secareanu,1984
nm2669366,Shadaan Felfeli,
nm2672980,John H. Euber,
nm2680269,Giannis Kyfonidis,
nm2686604,Barbara Kurdej-Szatan,1985
nm2690647,Pankaj Tripathi,1976
nm2716106,Pouria Poursorkh,1975
nm2723283,Maaike Martens,1976
nm2765435,Alexander Mercury,1983
nm2805533,Nathan Stewart-Jarrett,
nm2815817,Tatsuo Fukano,
nm2837044,Anna Lutseva,1984
nm2855184,Jeska Lee Ruiz,
nm2855195,Sveinn Ólafur Gunnarsson,
nm2906035,Fred Maamar Fortas,
nm2927936,Vüsal Murtuzaliyev,
nm2933926,Geetika Tyagi,
nm2964387,Noni Stapleton,
nm2978707,Ren Bray,1982
nm2999289,Ence Bagus,
nm3008388,Michael Fredianelli,1980
nm3033768,Benjamin Baclet,
nm3055344,Joe Roche,
nm3138181,Qin Li,1990
nm3140968,Sergey Kudryashov,1993
nm3150764,Nelo Gómez,
nm3175230,Kalabhavan Shajohn,1977
nm3198758,Jared Shipley,
nm3213784,Mehran Ahmadi,1974
nm3221421,Jacob Ryan Snovel,
nm3252731,Saksham Dayma,
nm3265325,Astrid Meloni,
nm3269037,Husn Ara,
nm3272216,Noa Biron,
nm3276965,Candil,1974
nm3312312,Marisa Abela,1996
nm3314099,Aura Kasih,
nm3315713,Lee Si-young,1982
nm3428866,Václav Neuzil,1979
nm3446914,Julien Lacroix,
nm3457543,Dani Thompson,1983
nm3458100,Katsuhito Nomura,
nm3465006,Chittaranjan Tripathy,
nm3471660,Atsuo Tanaka,
nm3580368,David Dotterer,
nm3587952,Carla Quevedo,1988
nm3600675,Titus Makin Jr.,1989
nm3606427,Atharvaa Murali,1989
nm3704920,Fernanda Orazi,
nm3714815,Adam Ginsberg,
nm3719472,Cengiz Güçlü,1968
nm3733434,Jemima Kirke,1985
nm3753357,Vaibhavi Jagdish,
nm3761856,Shahid Hameed,1950
nm3815831,Zed Zaidi,
nm3838468,Tevfik Inceoglu,1967
nm3841030,Yaakov Zada-Daniel,1979
nm3888269,Christina Hovaguimyan,
nm3933278,Scott Friend,
nm4006538,Yiu-Lam Chan,
nm4064496,John Hope,
nm4068733,Mel Heflin,
nm4079236,Victoria del Rosal,
nm4087606,Freya Mavor,1993
nm4122123,Pierpaolo Vitale,
nm4187131,Aleksey Markov,
nm4188433,Jaideep Ahlawat,1978
nm4194237,Maxim Khalil,1978
nm4222026,Michelle Cox,
nm4228424,Rihards Lepers,1985
nm4252250,Junko Abe,1993
nm4296325,Jobert Austria,
nm4307810,Bianca Kronlöf,1985
nm4402043,Jason Scott Morgan,
nm4447609,Sreejita De,1989
nm4452726,Atul Sharma,
nm4470621,Shahzoda Matchanova,1987
nm4498494,Jesse Tayeh,
nm4544506,Pierre Lottin,1989
nm4549887,Michael W. Green,
nm4558335,Erik Enge,1996
nm4572072,Piercey Dalton,1980
nm4576084,Sean Gunnell,1988
nm4607195,Mousaed Khaled,
nm4629732,Pyotr Kudryashov,1958
nm4640983,Talita Zara,
nm4658298,Maíra Senise,
nm4711349,Jennifer Khoe,
nm4713909,Jacek Beler,1983
nm4718099,Steven Lockyer,
nm4730026,Kenzie Pallone,
nm4736209,Payal Rajput,1992
nm4785118,Ayane Sakura,1994
nm4789591,Tamberla Perry,
nm4843872,Patrícia Niedermeier,
nm4879374,Konstantinos Koukoulis,1987
nm4951025,Stacey Bradshaw,1986
nm5017316,Stephanie Stevens,
nm5037848,Dayana Velver,
nm5065067,Mari Idaka,
nm5089493,Germán Baudino,
nm5138874,Paulo Calatré,1976
nm5169536,Nanako Kaneko,
nm5178443,Michael Cambier,
nm5178472,Caleb Thomas,
nm5181236,Toyonosuke Arashi,
nm5199382,Florin Opritescu,1979
nm5207334,Akihiro Blanco,
nm5269143,Kyle Kaminsky,
nm5270569,Damilola Adegbite,
nm5291578,Badger Skelton,
nm5294158,Patricia Summersett,
nm5353990,Tomoki Hirose,1987
nm5359536,Alexis G. Zall,1998
nm5389665,Jana Majeská,1982
nm5394892,Bandi Amuk,
nm5445304,Russell Hackett,
nm5481013,Kaito Ishikawa,1993
nm5496605,Chris James Boylan,
nm5503026,Ashley Lynn Caputo,1973
