actorId,name,x,y,community,degree
nm8505639,Maddy Martin,-0.0398,0.0141,519,18
nm9294429,Erica Mary Gillheeney,-0.0002,-0.0006,676,18
nm4855833,Brandon Mitchell,-0.0002,-0.0006,898,18
nm6856651,Remigijus Endriukaitis,0.0264,0.0329,1217,18
nm6784658,Anis,-0.0041,0.0068,126,18
nm2644288,B.N. Sharma,-0.0013,0.0011,86,18
nm4180684,Beverly Naya,0.0016,-0.0282,1054,18
nm9563541,Gamini Kostha,-0.0082,0.0099,113,18
nm2826608,Alan Maxson,-0.0002,-0.0006,601,18
nm2893431,Yoshimasa Hosoya,-0.0037,-0.017,110,18
nm2897658,Dharmapriya Dias,-0.0011,-0.0051,113,18
nm4303311,Yoshitsugu Matsuoka,-0.0036,-0.0185,110,18
nm4949417,Rina Khan,-0.0043,0.0067,310,18
nm8737285,Refal Hady,0.0055,-0.0055,114,18
nm3537172,Jacqueline Scislowski,-0.0267,-0.0039,99,18
nm8264172,Anna Cathcart,-0.0002,-0.0006,653,18
nm3327356,Motta Rajendran,-0.0089,-0.0034,11,18
nm3370295,Shenyang Xiao,0.0024,-0.0049,23,18
nm8775863,Mahdi Zaminpardaz,-0.005,-0.0014,111,18
nm3457543,Dani Thompson,-0.0311,0.0194,53,18
nm8770610,Alex Bowling,-0.0014,-0.0096,369,18
nm4538120,Long Chen,0.0024,-0.0049,23,18
nm3974782,Shailesh Datar,0.0027,-0.0144,13,18
nm3836444,Ashan Dias,0.0013,-0.0086,113,18
nm7821071,Masaki Nakao,-0.0103,-0.0019,127,18
nm8450570,Jennifer K Preston,-0.0002,-0.0006,1224,18
nm4307210,Shruti Marathe,0.0012,-0.0144,11,18
nm5908641,Mathew Amos,0.0014,0.0134,411,18
nm2319565,Sharwanand,0.0095,0.0131,11,18
nm3008388,Michael Fredianelli,-0.0106,-0.0142,503,18
nm4763789,Yang Xiao,0.0024,-0.0049,23,18
nm7605608,Lucky Dhaliwal,-0.0013,0.0011,86,18
nm8021695,Sam Brooks,-0.0015,-0.0097,369,18
nm6998719,George Maryan,-0.01,-0.0106,3,18
nm6874873,Kyle A. Lee,0.0255,0.0342,985,18
nm7504157,Nick Field,-0.0002,-0.0006,1257,18
nm9404262,India Everett,-0.0158,-0.019,3,18
nm8358337,Mihira Sirithilake,-0.0045,0.0008,113,18
nm0194662,Clémentine Célarié,-0.0075,-0.0246,54,18
nm0062540,Perla Bautista,0.0116,0.0246,56,18
nm0613590,Chieko Murata,-0.0047,0.0076,110,18
nm2613100,Ahmed Bharoocha,0.0155,0.0055,6,18
nm0474492,Agata Kulesza,-0.0026,-0.0043,55,18
nm0945601,Shingo Yamashiro,0.0101,0.0095,690,18
nm8419909,Gomez McGowaz,-0.0002,-0.0006,481,18
nm8284971,Erika Karata,-0.0109,-0.0025,110,18
nm3263422,Man-Chiao Wang,0.0064,0.0049,317,18
nm0001803,Danny Trejo,-0.0108,-0.0251,3,18
nm1256532,Jon Bernthal,-0.0019,-0.0044,6,18
nm9144786,Tate Dewey,-0.0191,-0.0109,3,18
nm0001298,Richard Grieco,0.0008,0.0183,43,18
nm0869088,Luis Tosar,-0.0008,-0.0131,35,18
nm3228320,Vincent Lacoste,-0.0049,0.0028,36,18
nm2186865,Hong Chau,-0.0001,-0.0108,2,18
nm0000514,Michael Madsen,-0.0164,-0.0266,3,18
nm0534856,Madhavan,-0.0189,-0.0133,3,18
nm3890987,Samuel Bottomley,0.016,0.0017,6,18
nm0000574,Jason Patric,0.0089,0.0044,4,18
nm4446467,Tye Sheridan,0.0159,0.0001,6,18
nm0000246,Bruce Willis,-0.0126,-0.0441,3,18
nm0001314,John Hannah,-0.0,0.0073,65,18
nm3264596,Kid Cudi,0.0158,0.0032,6,18
nm6675440,Lily-Rose Depp,0.0159,0.0011,6,18
nm0000329,Jackie Chan,0.0024,-0.0049,23,18
nm9200468,Sergio Rizzuto,-0.0122,-0.0414,3,18
nm0000227,Mira Sorvino,-0.014,-0.0394,3,18
nm0000185,Dolph Lundgren,-0.0165,-0.0285,3,18
nm0241049,Josh Duhamel,-0.0193,-0.0095,3,18
nm0924154,Shea Whigham,-0.0012,-0.0037,6,18
nm6545385,John D. Hickman,0.0086,0.0036,4,18
nm0300712,Jim Gaffigan,0.0144,0.0272,3,18
nm3082341,Eugene Cordero,0.0154,0.0059,6,18
nm0001117,Bruce Davison,0.0058,0.0154,59,18
nm0025654,Ananth,-0.0048,0.0019,161,17
nm0246286,Gerardo Davila,0.0159,0.0094,407,17
nm0256707,Kyôko Enami,-0.0127,0.0382,418,17
nm1892699,Salva Reina,0.0132,0.0089,1359,17
nm0008090,Dino Abbrescia,0.0546,0.0106,107,17
nm1032423,Naima Al Soghayar,-0.0347,0.0115,664,17
nm0008354,Kusuo Abe,0.0121,0.0284,110,17
nm0853392,Jun Tazaki,0.0117,0.0304,110,17
nm0708698,Lázaro Ramos,0.0015,-0.0125,628,17
nm2317521,Susy Laude,0.0545,0.0106,107,17
nm0325943,Diane Ayala Goldner,-0.0385,0.017,463,17
nm0370573,Yūzō Hayakawa,-0.0136,0.0384,418,17
nm0344346,Aysen Gruda,-0.006,-0.005,470,17
nm1699333,Ruth Díaz,-0.0097,0.0006,1349,17
nm0350273,Hilmir Snær Guðnason,-0.0141,-0.0015,477,17
nm0797614,Ingvar Sigurdsson,-0.0141,-0.0015,477,17
nm1792907,Hiroshi Ueda,-0.0028,-0.0119,490,17
nm0462208,Kanae Kobayashi,-0.0104,-0.0087,490,17
nm0031818,Machiko Aoki,0.005,-0.0051,176,17
nm0370644,Narutoshi Hayashi,-0.0127,0.0021,494,17
nm1272563,Ryūzaburō Mitsuoka,-0.0124,-0.0011,177,17
nm1655798,Sadako Ikawa,0.0016,-0.0038,1346,17
nm1003010,Keiko Hase,0.0071,-0.0032,548,17
nm1286565,Mohsen Arasteh,0.0388,-0.0066,1321,17
nm0044445,Chiyonosuke Azuma,0.0022,-0.004,132,17
nm0411715,Kōichi Itō,-0.0016,0.0059,129,17
nm0412824,Seiji Izumi,-0.0045,-0.0032,527,17
nm2035937,Vinayakan,-0.0018,-0.0115,1361,17
nm4457317,Sadek Bachchu,-0.0036,0.007,1399,17
nm0441154,Chiezō Kataoka,-0.0067,-0.0163,490,17
nm1514447,Aydin Haberdar,-0.0033,-0.0091,457,17
nm0619227,Hiroyuki Nagato,-0.0015,-0.0389,633,17
nm1097940,Kazuya Kosaka,-0.0037,-0.0019,1268,17
nm13062881,Youssef Ahmed,0.0018,-0.0159,1324,17
nm0258574,Necati Er,-0.0033,-0.0091,402,17
nm0591389,Hadewych Minis,0.0065,0.0088,616,17
nm0297788,Shiho Fujimura,-0.0137,0.0376,448,17
nm0393291,Kôjirô Hongô,-0.0134,0.0385,448,17
nm2796110,Keiko Yuri,-0.0031,0.0029,1379,17
nm2802440,Kyoko Miyahara,-0.0023,0.0033,1379,17
nm6098361,Deepak Parambol,-0.0074,-0.0084,524,17
nm0557918,Kiiton Masuda,-0.0055,0.0014,216,17
nm0592759,Yuriko Mishima,0.0087,0.0456,419,17
nm1179321,Antonia Truppo,0.1055,-0.0018,1302,17
nm0620241,Tamao Nakamura,-0.0133,0.0081,494,17
nm0592398,Karim Mirkhadiev,-0.0227,-0.0033,619,17
nm0866736,Nakajirō Tomita,-0.0108,-0.0031,177,17
nm2590596,Sudha Belawadi,-0.0119,0.0039,1371,17
nm3026487,Jennifer Kim,0.0024,0.0292,1375,17
nm10364552,Chisa Hasegawa,-0.0131,-0.0067,1003,17
nm1085921,Ela Lehotská,-0.0059,-0.0037,1254,17
nm0618574,Gijs Naber,0.0064,0.0086,616,17
nm0619997,Sanae Nakahara,-0.0008,-0.044,633,17
nm0409204,Innocent Vareed Thekkethala,0.0023,-0.0064,524,17
nm1518573,Kyôko Izumi,-0.0053,0.0002,1268,17
nm3472350,Rô Ose,-0.0016,-0.0093,634,17
nm0477767,Akitake Kôno,-0.0107,-0.0022,177,17
nm0812760,Parvin Soleymani,0.0388,-0.0066,699,17
nm5418157,Paul Gustovich,0.0379,-0.0148,1373,17
nm1521381,Nayanthara,-0.0205,0.0054,1341,17
nm8139485,Joseph Camilleri,-0.0104,-0.014,1405,17
nm10392375,Shôichi Izumida,0.0053,-0.0017,739,17
nm9908280,John Carr,0.004,0.0164,1410,17
nm1869082,Emrhys Cooper,0.0104,0.0118,1357,17
nm6452302,Daniil Vakhrushev,0.0394,-0.0182,1299,17
nm1166576,Dmitriy Nagiev,0.0394,-0.0184,1299,17
nm0457112,Kanta Kisaragi,-0.0023,0.0003,216,17
nm2435596,Nobue Iketani,0.0044,0.0099,561,17
nm0605750,Kōji Moritsugu,0.0004,-0.0473,627,17
nm0474871,Sai Kumar,-0.0083,0.0028,570,17
nm4223263,Sonu Gowda,-0.0086,0.0029,570,17
nm1797498,Vettukili Prakash,-0.0007,-0.0106,524,17
nm9047363,Gayathree Dias,0.0003,-0.0073,1380,17
nm10192526,Nicole Mahr,0.0072,0.013,833,17
nm2336615,Zachary Vazquez,-0.0128,-0.0161,1365,17
nm10191760,Mira Filzah,-0.0402,0.0156,832,17
nm10091596,Kevin Jimenez Bernal,0.0364,-0.015,800,17
nm1371858,Nirmal Rishi,-0.0013,0.0011,1331,17
nm7640304,Baninder Bunny,-0.0013,0.0011,1331,17
nm9485425,Ernest Vestito,0.0073,0.013,833,17
nm10284013,Angelica Brosnan,0.0042,-0.0047,902,17
nm7920660,Sarah Taibah,0.002,-0.0191,1411,17
nm3602118,Naga Chaitanya Akkineni,-0.0109,0.0007,1387,17
nm2862095,Stefano Fresi,0.1055,-0.0018,709,17
nm5796361,Rachita Ram,-0.0078,0.0027,1377,17
nm10319163,Karen Eng,-0.0238,-0.0316,951,17
nm0869035,Massimiliano Tortora,0.1055,-0.0018,709,17
nm1797076,Tokijuro Nakamura,-0.0037,-0.0012,620,17
nm3243068,Jaswinder Bhalla,-0.0013,0.0011,1288,17
nm7509308,Brogan McMorrow,-0.0003,-0.0011,967,17
nm10333193,Jordan Love,-0.0004,-0.0007,967,17
nm10333630,Alexandr Galanskov,-0.0394,0.0142,970,17
nm9680894,Valeriy Dyuldin,-0.0393,0.0141,970,17
nm4470621,Shahzoda Matchanova,-0.0228,-0.0033,619,17
nm9956418,Muhammad Al-Hmeli,-0.0411,0.0125,989,17
nm10350257,Jamal Al-Radhan,-0.0412,0.0126,989,17
nm3055124,Minoru Kunizawa,-0.0131,-0.0069,1003,17
nm5704615,Mandeep Roy,-0.0125,0.0045,1371,17
nm0960259,Bahar Öztan,-0.0033,-0.0091,440,17
nm1734602,Bülent Alkis,-0.0383,0.0163,1352,17
nm1779926,Kemal Basar,-0.0384,0.0163,1352,17
nm8401263,Daigorô Akechi,0.0049,-0.0014,739,17
nm10002148,Yûtaro,-0.0099,-0.0011,743,17
nm7321199,Mayu Hotta,-0.0104,-0.0019,743,17
nm5079417,Keiko Hama,0.005,-0.0019,739,17
nm7331081,Jessica Y. Martin,0.004,0.0164,1410,17
nm8483176,Evette Young,-0.0122,-0.0153,1365,17
nm9884210,Amir Ahmad Ghazvini,-0.0033,-0.0017,1369,17
nm8491125,Ramya Wanigasekara,0.0,-0.0068,1408,17
nm4431474,Gabriele Malinauskaite,0.0265,0.0329,1398,17
nm3175946,Emilio Janhunen Calderón,0.0367,-0.0152,800,17
nm9155775,Christopher Studenka,0.005,0.0151,1412,17
nm4947538,Minami Hamabe,-0.0029,0.0012,1391,17
nm1096466,Mahmoud El Gendy,-0.0347,0.0115,1266,17
nm9563038,Naif Aldaferi,0.0019,-0.0192,1411,17
nm10284012,Jaynie Awcock,0.0042,-0.0047,902,17
nm2215249,Hossein Eshragh,0.0387,-0.0066,1321,17
nm10285136,Isadora France,0.0042,-0.0047,838,17
nm15491817,Sanjeev Buragohain,0.0192,0.0047,1342,17
nm8669563,Suneet Bora,0.0193,0.0047,1342,17
nm1453507,George Adams,0.0027,0.0165,1339,17
nm1390180,Harue Koike,0.0007,-0.0075,1334,17
nm4030759,Lynn Andrews III,0.0159,0.0094,407,17
nm5243426,Mary Buss,0.0027,0.0164,1339,17
nm4304671,Anita Devgan,-0.0013,0.0011,1288,17
nm6755001,Ineta Stasiulytė,0.0263,0.0329,1398,17
nm4383118,Rahul Madhav,-0.0009,-0.0061,524,17
nm2648766,Vitaliy Versace,0.038,-0.0152,1373,17
nm8300827,David Hartl,-0.0057,-0.0037,1254,17
nm2852892,Shunsuke Ryû,0.0058,-0.0022,739,17
nm10407274,Saliya Sathyajith,-0.0083,0.0105,1061,17
nm2852571,Mako Kitano,0.007,-0.0034,548,17
nm13722313,Taher Ahmed,0.0019,-0.0164,1324,17
nm10446124,Burhan Çelik,-0.0107,-0.0085,1111,17
nm1758556,Ümit Acar,-0.0106,-0.0086,1111,17
nm9448266,Dayasiri Hettiarachchi,-0.0078,0.0085,1413,17
nm4907734,Lele Dai,0.0024,-0.0049,1382,17
nm2546442,Javad Ezati,-0.0053,-0.0014,1369,17
nm2562850,Sanoja Bibile,-0.0073,0.007,1370,17
nm4052191,Vianey Huizar,-0.0403,0.0157,1395,17
nm7100817,Ajith Weerasinghe,-0.0023,-0.0032,1380,17
nm9406873,Harley Queen,0.0049,0.015,1412,17
nm6229730,Janak Premalal,-0.0012,-0.0049,533,17
nm7922387,Hadi Hejazifar,-0.0027,-0.0018,1409,17
nm3910892,Dharma,-0.0064,0.0048,1393,17
nm4987686,Maaya Uchida,-0.0035,-0.0175,1383,17
nm1099597,Radha Ravi,-0.019,-0.0073,545,17
nm2879092,Remy Ishak,-0.0407,0.019,832,17
nm7563501,Buddy Clements,-0.0386,0.0169,463,17
nm3861581,Haruka Fukuhara,-0.0031,0.0013,1391,17
nm1832584,Mario Casas,-0.0096,0.0007,1349,17
nm2698115,Lindsay Burdge,0.0024,0.0285,1375,17
nm3213784,Mehran Ahmadi,-0.0102,-0.0006,1340,17
nm4241366,Jesus Heredia,-0.0401,0.0158,1395,17
nm5481013,Kaito Ishikawa,-0.0034,-0.015,1383,17
nm5649428,Jeanne Young,-0.0106,-0.0142,1405,17
nm2755346,Ali Zahedi,0.0388,-0.0066,699,17
nm3608767,Malkeet Rauni,-0.0013,0.0011,1332,17
nm1871112,Shabana,-0.0043,0.0067,1358,17
nm7393874,Adil,-0.0043,0.0067,1358,17
nm2387401,Seiichi Saga,-0.001,-0.0031,217,17
nm5408347,Priyantha Sirikumara,0.0024,-0.0102,1363,17
nm2849785,Shan Qiao,0.0024,-0.0049,1382,17
nm0591097,Sachiko Mine,-0.0046,0.0115,177,17
nm0051812,Kôtarô Bandô,-0.0002,-0.0071,219,17
nm1910815,Subhasish Mukherjee,-0.0046,0.0066,1360,17
nm0463953,Eşref Kolçak,-0.0033,-0.0091,402,17
nm3435229,Silvia Alonso,0.0132,0.0087,1359,17
nm0224882,Lucky Dias,-0.0008,-0.0055,392,17
nm5016551,Anirban Bhattacharya,-0.0048,0.0065,1376,17
nm7504215,Somu Chowdhury,-0.0036,0.007,1399,17
nm0014417,Michiko Ai,-0.0093,-0.0028,128,17
nm0298575,Yôichi Funaki,-0.0102,-0.0015,177,17
nm5845367,Sentarô Godai,-0.0086,0.0064,177,17
nm0374815,Mahmut Hekimoglu,-0.006,-0.005,470,17
nm0015164,Jûzaburô Akechi,0.0074,-0.0075,132,17
nm0018203,Lalu Alex,0.007,-0.002,144,17
nm10319156,Xo Mai Eng-Mann,-0.0238,-0.0316,951,17
nm2794834,Zhaleh Karimi,0.0388,-0.0066,968,16
nm10386207,Colin Ochs,-0.0218,0.0124,1037,16
nm1948307,Serdal Genç,-0.0215,-0.0014,1351,16
nm2876852,Hüseyin Elmalipinar,-0.0215,-0.0014,1351,16
nm10322429,Justin Case,0.0229,-0.0099,955,16
nm10322436,Dusty Bean,0.0229,-0.01,955,16
nm0437053,Kanakalatha,0.0049,0.0104,547,16
nm10287248,Lola Moxom,0.0042,-0.0047,838,16
nm0689996,Viliam Polónyi,-0.0048,-0.0036,661,16
nm0645422,Mariko Okada,-0.0022,0.0126,560,16
nm0618628,Behçet Nacar,-0.0033,-0.0091,402,16
nm5493729,Yôko Machida,-0.002,0.014,560,16
nm0476675,Miyuki Kuwano,-0.0022,-0.0083,525,16
nm6500854,Juraj Adamík,-0.0045,-0.0035,661,16
nm4763845,Jayasekara Aponsu,-0.0075,0.0077,1400,16
nm3380735,Sadettin Durak,-0.0033,-0.0091,402,16
nm6517349,Kofuku Nakamura,0.004,-0.0068,553,16
nm8017732,Keiko Okada,0.0049,-0.002,739,16
nm8021222,Yûko Izumi,0.005,-0.0017,739,16
nm4605066,Joshua Miller,-0.0196,0.012,1120,16
nm4188857,Priscilla Wenzel,-0.0196,0.0119,1120,16
nm10453506,Bob Brogdon,-0.0196,0.0122,1120,16
nm6512505,Dinakshie Priyasad,0.0001,-0.0069,113,16
nm2672980,John H. Euber,0.004,0.0164,1374,16
nm5161825,Parminder Gill,-0.0013,0.0011,1389,16
nm1829277,Michiko Suzuki,0.0051,0.007,505,16
nm5166644,Jayalal Rohana,-0.0005,-0.006,113,16
nm1665222,Bumon Kahara,0.0084,0.0124,129,16
nm3286633,Narayanankutty,0.0052,0.012,547,16
nm10276749,Francisco Villarroel,0.0188,-0.0011,891,16
nm10204537,Lottie Sicilia,0.0042,-0.0047,838,16
nm10372348,Edinson Boorosky,0.0188,-0.0009,891,16
nm5584853,Chemban Vinod Jose,0.0018,-0.006,524,16
nm2760502,Zabihollah Zabihpoor,0.0388,-0.0066,968,16
nm2547435,Sahin Nacar,-0.0033,-0.0091,402,16
nm1687861,Alban Ivanov,0.0288,-0.0056,416,16
nm0252775,Judith El Zein,0.0289,-0.0057,416,16
nm6194565,Masayuki Moto'o,0.0102,-0.0029,488,16
nm1033328,Nosratolah Vahdat,0.0388,-0.0066,968,16
nm5083762,Bun'ei Shô,0.0046,-0.0014,739,16
nm1002952,Yuka Asagiri,0.0052,-0.0022,695,16
nm3370435,Marwoto,0.0055,-0.0055,1336,16
nm9421636,Dhananji Tharuka,-0.0011,-0.0051,1380,16
nm2305030,Reza Rokhak,0.0386,-0.0066,699,16
nm1505002,Arturas Orlauskas,0.0264,0.0329,1217,16
nm2086876,Ramunas Simukauskas,0.0265,0.0328,1217,16
nm9322895,Stephanie Swift,0.0198,-0.0105,1403,16
nm6686759,Alex Blair,0.0198,-0.0104,1403,16
nm1728167,Ali Çatalbas,-0.0214,-0.0015,1351,16
nm2532405,Tim Emmett,0.0361,0.0014,1368,16
nm10386206,Tristen Crow,-0.0218,0.0121,1037,16
nm3542926,Ramy Kebbe,-0.0218,0.0125,1037,16
nm7329204,Roger Brown,0.023,-0.0101,955,16
nm10367779,Ramón Roa,0.019,-0.0013,891,16
nm5712436,Nisha Bano,-0.0013,0.0011,1389,16
nm2951762,Akihiro Takizawa,0.0074,-0.0037,548,16
nm5025250,Michiko Nagata,0.006,-0.0026,739,16
nm10534968,Daiva Lebeliunaite,0.0264,0.0329,1217,16
nm2273418,Akiko Santô,0.0112,-0.0253,615,16
nm4158850,Lujza Garajová Schrameková,-0.0048,-0.0036,661,16
nm9321611,Dian Sidik,0.0055,-0.0055,1336,16
nm0879989,Jun Ueno,0.0053,-0.0022,695,16
nm7899531,Becky Jo Harris,0.004,0.0163,1374,16
nm5095124,Rika Minase,0.007,-0.0037,548,16
nm1189725,Masao Inoue,0.008,-0.0006,488,16
nm5439251,Delaney Hathaway,0.0199,-0.0103,1403,16
nm0406733,Momonosuke Ichikawa,0.0029,-0.0079,521,16
nm10282858,Saburo Tachibana,-0.0013,-0.0023,217,16
nm0693871,Poussi,-0.0347,0.0115,664,16
nm0066827,Bahar Begum,0.0036,-0.0171,234,16
nm3755586,Muzaffar Adeeb,0.0036,-0.017,234,16
nm3041664,David Salles,0.0288,-0.0055,416,16
nm2552308,Güler Isik,-0.0033,-0.0091,402,16
nm3016957,Nasrullah Butt,0.0035,-0.0171,234,16
nm1794876,Joan Frank Charansonnet,-0.0006,0.0008,1248,15
nm10803020,Gala Charanssonet,-0.0006,0.0008,1248,15
nm10532866,Isaac Caldiero,0.036,0.0014,1213,15
nm6836377,Alba Lopez,-0.0007,0.001,1248,15
nm2388044,Katsusaburo Ukita,-0.0002,-0.0054,217,15
nm5661500,Pablo Alarson,-0.0015,-0.001,883,15
nm9418318,Aram Arakelyan,-0.0016,-0.0009,883,15
nm1654929,Takeryoku Iwai,0.0034,-0.0037,1345,15
nm2389777,Sennosuke Iwai,-0.0009,-0.0032,217,15
nm6836381,Juna Charansonnet,-0.0006,0.0009,1248,15
nm1687944,Rahhat Shah Kazmi,0.001,0.0021,1056,15
nm0699596,Tilo Prückner,-0.0007,-0.0001,667,15
nm5181516,Tsumanosukê Bandô,-0.0013,-0.0029,217,15
nm8243160,Raffael Betzler,0.0292,-0.022,563,15
nm10406638,Zahid Qureshi,0.0009,0.0028,1056,15
nm7565565,Diane Ferranti,0.0254,0.0343,985,15
nm8547011,Judith Paus,0.0292,-0.022,563,15
nm7731379,Sentarô Izumi,-0.0089,-0.0015,177,15
nm1580115,Umeko Sakuragi,-0.0006,-0.0045,217,15
nm1284734,Kazuko Wakamatsu,-0.0091,0.0006,177,15
nm0460697,Rainer Knepperges,0.0292,-0.022,563,15
nm1173583,Franck Zerbib,-0.0015,-0.0009,883,15
nm8692649,Sakura Kirishima,-0.013,-0.0062,1262,15
nm7902114,Hussein Khan,0.0009,0.0026,1056,15
nm10285007,Jordan Abey,0.0042,-0.0047,838,15
nm8073026,Connie Jenkins-Greig,0.0042,-0.0047,838,15
nm10347973,Benjamin Sheputis,0.0254,0.0343,985,15
nm9393405,Brandon Shaw,0.0254,0.0343,985,15
nm6952948,Scott Michael Dunn,0.0254,0.0343,985,15
nm10384356,Anabell Grieß-Nega,0.0291,-0.022,563,15
nm10273195,Corine Watrin,-0.0016,-0.001,883,15
nm3239768,Markus Kiefer,-0.0006,-0.0001,667,15
nm0929562,Nikolai Will,-0.0006,-0.0001,667,15
nm3252391,Stefan Lörcher,-0.0007,-0.0001,667,15
nm6827674,Hannah Hutchins,0.0042,-0.0047,838,15
nm10459414,Sampson Anderson,-0.0051,0.001,1130,14
nm10459411,Chester Prawdzik,-0.0051,0.0013,1130,14
nm2081164,Roberto Angel Salcedo,-0.0117,-0.0148,1333,14
nm10407093,Ivan Greene,0.0359,0.0014,1058,14
nm7583179,Jody Hessel,0.0253,0.0323,1193,14
nm10459412,Michael Reynolds,-0.0051,0.001,1130,14
nm10459415,Quentin Anderson,-0.0051,0.001,1130,14
nm10518655,Keith Dallas,0.0253,0.0323,1193,14
nm10459413,Jinda Ruan,-0.0051,0.0009,1130,14
nm1802022,Michael J. Arbouet,0.0253,0.0323,1193,14
nm7583177,Jennifer Kahler,0.0253,0.0323,1193,14
nm7734449,Francisco Sanchís,-0.0118,-0.0154,1333,14
nm8203122,Juan Carlos Pichardo Jr.,-0.0125,-0.0153,1333,14
nm1386721,Manolo Ozuna,-0.0116,-0.0148,1333,14
nm1803818,George Kayaian,0.0253,0.0324,1193,14
nm4975560,Obe Carrion,0.036,0.0014,1058,14
nm1796812,Tasaburo Matsumoto,0.0015,-0.0073,1323,14
nm0633989,Yukana,-0.0025,-0.0041,641,14
nm8541750,Elvis De Jesús,-0.0127,-0.0155,1333,14
nm10392374,Kazuko Inoue,0.0055,-0.0019,738,14
nm1192347,Kaori Nazuka,-0.0024,-0.0035,641,14
nm1840556,Ami Koshimizu,-0.0025,-0.0047,641,14
nm0757327,Takahiro Sakurai,-0.0026,-0.0057,641,14
nm3769437,Padmanabh Bind,0.0032,-0.013,142,13
nm1570165,Shubhangi Damle,0.0036,-0.0132,142,13
nm5181236,Toyonosuke Arashi,-0.0019,-0.0018,217,13
nm6718435,Tôgo Washizuka,-0.0018,-0.0014,217,13
nm2380781,Haruko Izumi,-0.0021,-0.0019,217,13
nm2360187,Kôjûrô Ichikawa,0.0047,0.0023,178,13
nm0017868,Satish Alekar,0.0036,-0.0133,142,13
nm8192103,Sagar Deshmukh,0.0035,-0.0135,142,13
nm2389894,Kenichi Takase,-0.0001,-0.0052,217,13
nm8630036,Don Gillespie,0.0307,-0.0217,1392,12
nm0299203,Yayoi Furusato,0.0116,-0.0323,450,12
nm8169461,Robert E. Hackett,0.0307,-0.0215,1392,12
nm0001089,Henry Czerny,-0.0013,-0.0065,6,12
nm0670408,Simon Pegg,-0.001,-0.0068,6,12
nm0000609,Ving Rhames,-0.0012,-0.0064,6,12
nm2962353,Pom Klementieff,-0.0012,-0.0064,6,12
nm10279362,Hideko Nawa,-0.0021,-0.0036,217,12
nm10295767,Touichi Shirai,-0.0014,-0.0029,217,12
nm8509764,Bob DeBartolo,0.0309,-0.0219,1392,12
nm0000129,Tom Cruise,-0.0014,-0.006,6,12
nm8509765,Ron Gitt,0.0306,-0.0213,1392,12
nm10355526,Ryûhei Kusakari,0.0113,-0.031,450,12
nm1446372,Tadashi Suganuma,0.0103,-0.0327,450,12
nm3869087,Joe DeBartolo,0.0306,-0.0214,1392,12
nm8509768,Jim Cholewa,0.0306,-0.0213,1392,12
nm8630035,Ed Azzano,0.0307,-0.0217,1392,12
nm1901120,Emma Debner,-0.0002,0.0103,436,11
nm0861440,Hella Thornegg,-0.0003,0.0105,436,11
nm0524999,Ernst Ludwig,-0.0002,0.0104,436,11
nm2595793,Herta Hambach,-0.0003,0.0103,436,11
nm1773252,Melitta Ferrow,-0.0002,0.0103,436,11
nm0657510,Anna von Palen,-0.0002,0.0104,436,11
nm0686035,Ernst Pittschau,-0.0003,0.0105,436,11
nm0282348,Hugo Flink,-0.0002,0.0104,436,11
nm2369538,Ichitarō Kataoka,-0.0019,-0.0023,217,10
nm7288558,Harimasu Ichikawa,-0.0022,-0.0011,217,10
nm10280981,Umetaro Sonoyama,-0.0016,-0.0026,217,10
nm10280979,Takuo Onishi,-0.0008,-0.003,217,10
nm2750565,Hataya Ichikawa,-0.0015,-0.0008,217,10
nm2385252,Kanzaburô Arashi,-0.0023,-0.0018,217,10
nm0848426,Utako Tamaki,-0.0022,-0.0024,217,10
nm0260348,Roberto Escobar,-0.0017,-0.002,88,9
nm1514971,Olga Temonen,0.0049,0.0047,110,9
nm0802406,Anu Sinisalo,0.0049,0.0047,110,9
nm0799226,Satu Silvo,0.0048,0.0045,110,9
nm0617031,Ville Myllyrinne,0.0049,0.0047,110,9
nm0259708,Kajsa Ernst,-0.0536,-0.0122,299,9
nm0259472,Altan Erkekli,0.0406,0.0112,137,9
nm2514156,Eva Melander,-0.0271,-0.0355,422,9
nm1335996,Ane Dahl Torp,-0.0271,-0.0354,422,9
nm11198899,Johan Bäckström,-0.027,-0.0355,422,9
nm10509072,Troy Lundkvist,-0.0271,-0.0355,422,9
nm1029790,Anna Granquist,-0.027,-0.0355,422,9
nm0259462,Siw Erixon,-0.0271,-0.0354,422,9
nm5456245,Aubrey Shimek Davis,0.0459,-0.0184,421,9
nm0259074,Juli Erickson,0.0428,-0.0108,421,9
nm10435079,Hamit Öztürk,-0.0033,-0.0091,195,9
nm0396558,Nicholas Hoult,-0.0004,-0.0112,2,9
nm0011882,Paul Adelstein,-0.0003,-0.011,2,9
nm0000146,Ralph Fiennes,-0.0003,-0.011,2,9
nm3770854,Dustin Tucker,-0.0014,0.0119,7,9
nm0010837,Christine Adams,-0.0014,0.0119,7,9
nm0000144,Cary Elwes,-0.0014,0.0119,7,9
nm0564697,Holt McCallany,-0.0013,-0.0079,2,9
nm7371202,Kayli Carter,0.0218,-0.0227,5,9
nm3249839,Ryan Bruce,0.0218,-0.0228,5,9
nm11302979,Otto Hornung,0.0218,-0.0228,5,9
nm0232998,Jeffrey Donovan,0.0218,-0.0228,5,9
nm0000126,Kevin Costner,0.0218,-0.0227,5,9
nm2142537,Tommy Walker,0.0084,0.0031,4,9
